id,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,SEMAFORO,NUM_SEMAFORO,GROUP
2774,25.9,98.8,21,3,3,82,Rojo,2,2
2775,43.22,141.38,61,24000,24000,37.37,Rojo,2,1
2776,270,571,290,24000,24000,50.6,Rojo,2,1
2777,25,117,29,24000,24000,77.4,Rojo,2,1
2778,8.7,30.74,24,4600,2400,52.05,Amarillo,1,2
2779,5.645,29.425,16,4600,4600,52.235,Rojo,2,2
2780,250,636.48,275.715,24000,24000,10,Rojo,2,1
2781,70,231.1,66.275,24000,6700,31.7,Rojo,2,0
2782,7.655,36.19,15.33,24196,24196,92.4,Amarillo,1,1
2783,37.055,122.58,169.535,24000,4600,40.65,Rojo,2,0
2786,173.3,376.75,200,24000,11000,10,Rojo,2,0
2787,70,213,160,24000,4600,15,Rojo,2,0
2788,22,64,80,24000,11000,28.15,Rojo,2,0
2789,60.92,523.05,4276,930,930,54.1,Rojo,2,2
2790,2,12,10,210,150,61.8,Verde,3,2
2791,2,16.415,22,2440.5,396.5,102.6,Amarillo,1,2
2792,2,29.315,32,2100,590,87.5,Amarillo,1,2
2793,2,13.21,10,1570.5,30,88.2,Amarillo,1,2
2794,2,10,10,1860,110,86.6,Amarillo,1,2
2795,2.4,30.71,18.075,11000,388,81.2,Amarillo,1,0
2796,3,31.2,45,14500,763,91.7,Amarillo,1,0
2797,177.98,446.31,78.5,24000,24000,10,Rojo,2,1
2798,2,10,10,930,430,97.1,Verde,3,2
2799,5.93,42.205,10,40,40,54.715,Rojo,2,2
2800,2,16.63,10,1392,25,85.75,Amarillo,1,2
2801,77.11,216.2,89,24000,24000,11.12,Rojo,2,1
2802,56.67,149,94,24000,11000,21.6,Rojo,2,0
2803,25,110.105,59.87,24000,2400,36.2,Rojo,2,0
2804,99.31,333.05,70,24000,24000,14.83,Rojo,2,1
2805,17.5,123.67,52,24000,24000,61.4,Rojo,2,1
2806,91.21,219.35,80,24000,24000,17.1,Rojo,2,1
2807,69.14,229.94,70,24000,24000,17.1,Rojo,2,1
2808,2.32,35,114.5,1500,210,61.8,Amarillo,1,2
2809,2,10,27.5,2379.5,214,80.1,Amarillo,1,2
2810,2,10,10,2400,375,91.65,Rojo,2,2
2811,2,33.4,25.5,24000,11000,64.3,Amarillo,1,0
2812,4.64,31.1,36,1767.5,67.5,90.55,Amarillo,1,2
2813,2,29.1065,27,460,485,59,Rojo,2,2
2814,2.145,32.21,12.5,2400,930,76.5,Amarillo,1,2
2815,2.19,15.71,21,4600,1859.5,77.4,Amarillo,1,2
2816,4.86,72.095,31.43,9562,207.5,103.6,Rojo,2,0
2817,2.25,11.9,10,2400,14,94.5,Amarillo,1,2
2818,2,10,10,24196,24196,95.15,Amarillo,1,1
2819,2.17,35.62,47,9350.5,2100,59,Amarillo,1,0
2820,2,33.607,13,2100,930,57.2,Amarillo,1,2
2821,2,23.04,14,1638.5,296.5,93.4,Amarillo,1,2
2822,2,18.9088,32.1,9234,700,92.2,Amarillo,1,0
2823,4.08,11.47,15.5,210,210,72.5,Verde,3,2
2824,2,25.205,10,1500,430,88.9,Amarillo,1,2
2825,2.095,27.415,22,3500,750,59.1,Amarillo,1,2
2826,2,24.76,24,1500,750,66,Amarillo,1,2
2827,2,27.86,17,1665,275,65.8,Amarillo,1,2
2828,2,10,21,2400,2100,86.57,Amarillo,1,2
2829,4.65,27,10,24000,2400,52,Amarillo,1,0
2830,2,10,10,1553,187,91.4,Amarillo,1,2
2831,10.15,36.145,21,11000,11000,67.185,Amarillo,1,0
2832,118.12,343.435,161,24000,24000,19.135,Rojo,2,1
2834,23,70,74,24000,24000,58.45,Rojo,2,1
2835,2,10,10,2400,430,91.4,Amarillo,1,2
2836,2,17.16,10,2007,75,95.3,Amarillo,1,2
2837,101.45,252.054,93.33,24196,24196,10,Rojo,2,1
2838,29,146,40,24000,2400,37.6,Rojo,2,0
2839,34.39,103.585,86.667,24196,24196,10.75,Rojo,2,1
2840,22,80,56,24000,24000,18.85,Rojo,2,1
2841,87.825,259.84,120,241960,241960,10,Rojo,2,1
2842,3.01,19.84,10,150,93,58.2,Verde,3,2
2843,2,10,15,2400,930,84.1,Amarillo,1,2
2844,2,10,21,2400,586.5,88.15,Amarillo,1,2
2845,1015,2816.625,1010,24196,24196,10,Rojo,2,1
2846,11,49,19,24000,11000,85,Rojo,2,0
2847,19.535,89.85,94.52,24196,24196,77.85,Rojo,2,1
2848,3.6,12,23,101.5,43,102.2,Verde,3,2
2849,2,10.395,40,11000,750,78.8,Amarillo,1,0
2850,2,11.84,12,930,430,99.3,Verde,3,2
2851,2,10,20.5,91.5,40,100.6,Verde,3,2
2852,3.59,24.95,44,1724,41,84.6,Rojo,2,2
2853,2,20.35,10,9208,3654,92.5,Amarillo,1,0
2854,7.79,50.175,28.5,24000,2400,53.5,Rojo,2,0
2855,2.85,18.14,36,110,90,67.25,Verde,3,2
2856,2,14.59,11.75,3165.5,73.5,102.35,Amarillo,1,2
2857,62,146.58,72.5,24000,24000,10,Rojo,2,1
2858,2,28.97,10,2400,460,64.1,Amarillo,1,2
2859,2,31.05,38.335,15531,1459,82,Amarillo,1,0
2860,46.295,161.36,106.6667,24196,24196,10.1,Rojo,2,1
2861,2,12.8,18,2400,297,71.77,Amarillo,1,2
2862,2,27.788,15.5,840,174.5,63,Verde,3,2
2865,2,17.94,146,1950,590,62.7,Amarillo,1,2
2866,2,10,10,2100,109,82.6,Amarillo,1,2
2867,2,35.47,92,210,150,86.3,Verde,3,2
2868,2,20.54,55,12997,1782,86.8,Amarillo,1,0
2869,3.84,23.017,29.615,3873,294,96.9,Amarillo,1,2
2870,2,10,10,4605,2400,83.2,Amarillo,1,2
2871,2,10,48,7147.5,1946.5,105.6,Amarillo,1,2
2872,2,18.425,12,2400,175,73.2,Amarillo,1,2
2873,2.11,26.496,13,2400,930,69.2,Amarillo,1,2
2874,7.36,48,32.585,11000,4600,58.1,Rojo,2,0
2875,3.42,29.24,10,24000,2100,55.4,Amarillo,1,0
2876,2,22.692,15,930,355,59.8,Verde,3,2
2877,2.6,17.6,10,150,15,105.6,Verde,3,2
2878,2,23.26,17,2400,930,87.95,Amarillo,1,2
